Category,City,CustomerName,Discount,OrderID,PostalCode,ProductName,Profit,Quantity,Region,Sales,Segment,ShipMode,State,Sub_Category,SalesForecast,ShipStatus,OrderProfitable,SalesperCustomer,ProfitRatio,SalesaboveTarget,latitude,longitude,IsShippingDelayed,DaysBetweenOrderAndShip,MonthsBetweenOrderAndShip,OrderYear,OrderMonth,OrderDay,ShipYear,ShipMonth,ShipDay,ProductID,CustomerID,ShipID,LocationID,DateKey
Technology,Houston,Noah Childs,0.2,CA-2012-116687,77095,Samsung Rugby III,14,3,Central,158,Corporate,Standard Class,Texas,Phones,208,Shipped Early,Yes,158.38,8.8,50.0,29.8941,-95.6481,No,5,0,2012,5,2,2012,5,7,1394,574,1022,249,2012-05-02
Furniture,Chula Vista,Julia Barnett,0.0,CA-2012-107937,91911,"Rubbermaid ClusterMat Chairmats, Mat Size- 66 x 60, Lip 20 x 11 -90 Degree Angle",107,6,West,666,Home Office,Standard Class,California,Furnishings,873,Shipped Early,Yes,665.88,16.0,207.0,32.6084,-117.0565,No,5,0,2012,5,3,2012,5,8,1357,402,902,95,2012-05-03
Furniture,Philadelphia,Stewart Visinsky,0.3,CA-2012-112130,19140,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",-36,6,East,844,Consumer,Standard Class,Pennsylvania,Chairs,1106,Shipped Early,No,844.12,-4.3,262.0,40.0118,-75.1456,No,4,0,2012,5,3,2012,5,7,756,718,968,452,2012-05-03
Office Supplies,Philadelphia,Stewart Visinsky,0.2,CA-2012-112130,19140,"Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",2,7,East,18,Consumer,Standard Class,Pennsylvania,Appliances,24,Shipped Early,Yes,18.2,11.3,6.0,40.0118,-75.1456,No,4,0,2012,5,3,2012,5,7,364,718,968,452,2012-05-03
Office Supplies,Philadelphia,Stewart Visinsky,0.2,CA-2012-112130,19140,Fellowes Bankers Box Stor/Drawer Steel Plus,-10,3,East,77,Consumer,Standard Class,Pennsylvania,Storage,101,Shipped Early,No,76.75,-12.5,24.0,40.0118,-75.1456,No,4,0,2012,5,3,2012,5,7,633,718,968,452,2012-05-03
Office Supplies,Philadelphia,Stewart Visinsky,0.2,CA-2012-112130,19140,"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",7,2,East,24,Consumer,Standard Class,Pennsylvania,Appliances,31,Shipped Early,Yes,23.7,27.5,7.0,40.0118,-75.1456,No,4,0,2012,5,3,2012,5,7,817,718,968,452,2012-05-03
Office Supplies,Philadelphia,Stewart Visinsky,0.2,CA-2012-112130,19140,"Sanford Prismacolor Professional Thick Lead Art Pencils, 36-Color Set",14,2,East,60,Consumer,Standard Class,Pennsylvania,Art,78,Shipped Early,Yes,59.9,23.8,18.0,40.0118,-75.1456,No,4,0,2012,5,3,2012,5,7,1410,718,968,452,2012-05-03
Office Supplies,Philadelphia,Stewart Visinsky,0.2,CA-2012-112130,19140,Xerox 1897,3,2,East,8,Consumer,Standard Class,Pennsylvania,Paper,10,Shipped Early,Yes,7.97,36.3,2.0,40.0118,-75.1456,No,4,0,2012,5,3,2012,5,7,1671,718,968,452,2012-05-03
Office Supplies,San Francisco,Lena Cacioppo,0.2,CA-2012-150770,94109,GBC Linen Binding Covers,17,2,West,50,Consumer,First Class,California,Binders,65,Shipped Late,Yes,49.57,35.0,15.0,37.7917,-122.4186,Yes,3,0,2012,5,3,2012,5,6,691,457,1476,528,2012-05-03
Office Supplies,San Francisco,Lena Cacioppo,0.2,CA-2012-150770,94109,Ibico Recycled Linen-Style Covers,22,2,West,62,Consumer,First Class,California,Binders,82,Shipped Late,Yes,62.5,35.0,20.0,37.7917,-122.4186,Yes,3,0,2012,5,3,2012,5,6,900,457,1476,528,2012-05-03
Office Supplies,San Francisco,Lena Cacioppo,0.0,CA-2012-150770,94109,Newell 317,3,3,West,9,Consumer,First Class,California,Art,12,Shipped Late,Yes,8.82,29.0,3.0,37.7917,-122.4186,Yes,3,0,2012,5,3,2012,5,6,1120,457,1476,528,2012-05-03
Office Supplies,San Jose,Nicole Fjeld,0.2,CA-2012-160864,95123,Avery Binding System Hidden Tab Executive Style Index Sets,5,3,West,14,Home Office,First Class,California,Binders,18,Shipped Late,Yes,13.85,37.5,4.0,37.2458,-121.8306,Yes,3,0,2012,5,3,2012,5,6,234,572,1597,532,2012-05-03
Technology,Philadelphia,Stewart Visinsky,0.2,CA-2012-112130,19140,SanDisk Cruzer 16 GB USB Flash Drive,0,3,East,28,Consumer,Standard Class,Pennsylvania,Accessories,36,Shipped Early,No,27.55,-1.3,8.0,40.0118,-75.1456,No,4,0,2012,5,3,2012,5,7,1395,718,968,452,2012-05-03
Technology,San Francisco,Lena Cacioppo,0.0,CA-2012-150770,94109,Logitech Gaming G510s - Keyboard,122,4,West,340,Consumer,First Class,California,Accessories,445,Shipped Late,Yes,339.96,36.0,105.0,37.7917,-122.4186,Yes,3,0,2012,5,3,2012,5,6,1018,457,1476,528,2012-05-03
Furniture,New York City,Alan Schoenberger,0.0,CA-2012-144253,10024,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,13,2,East,27,Corporate,Second Class,New York,Furnishings,35,Shipped Late,Yes,26.8,48.0,8.0,40.7864,-73.9764,Yes,5,0,2012,5,4,2012,5,9,590,15,1388,399,2012-05-04
Furniture,Tinley Park,Laura Armstrong,0.6,CA-2012-129700,60477,Staples,-9,7,Central,22,Corporate,First Class,Illinois,Furnishings,29,Shipped On Time,No,22.29,-40.0,7.0,41.5825,-87.805,No,1,0,2012,5,4,2012,5,5,1490,451,1183,582,2012-05-04
Office Supplies,Indianapolis,Stuart Van,0.0,CA-2012-146290,46203,Model L Table or Wall-Mount Pencil Sharpener,35,7,Central,126,Corporate,Standard Class,Indiana,Art,165,Shipped Late,Yes,125.93,28.0,39.0,39.743,-86.1179,Yes,7,0,2012,5,4,2012,5,11,1092,720,1418,254,2012-05-04
Technology,Houston,Anna Häberlin,0.2,CA-2012-110548,77095,ShoreTel ShorePhone IP 230 VoIP phone,118,7,Central,946,Corporate,Standard Class,Texas,Phones,1240,Shipped Early,Yes,946.34,12.5,294.0,29.8941,-95.6481,No,4,0,2012,5,4,2012,5,8,1445,46,932,249,2012-05-04
Furniture,Allen,Anna Gayman,0.3,CA-2012-137512,75002,Chromcraft Round Conference Tables,-31,2,Central,244,Consumer,Standard Class,Texas,Tables,320,Shipped Early,No,244.01,-12.9,76.0,33.0934,-96.6454,No,5,0,2012,5,7,2012,5,12,427,45,1298,6,2012-05-07
Office Supplies,Allen,Anna Gayman,0.2,CA-2012-137512,75002,Xerox 198,5,4,Central,16,Consumer,Standard Class,Texas,Paper,21,Shipped Early,Yes,15.94,33.8,5.0,33.0934,-96.6454,No,5,0,2012,5,7,2012,5,12,1761,45,1298,6,2012-05-07
Office Supplies,Owensboro,Chris Cortes,0.0,CA-2012-147879,42301,Xerox 1902,21,2,South,46,Consumer,Standard Class,Kentucky,Paper,60,Shipped Early,Yes,45.68,46.0,14.0,37.7513,-87.1554,No,5,0,2012,5,7,2012,5,12,1678,147,1435,431,2012-05-07
Furniture,Cuyahoga Falls,Claudia Bergmann,0.2,CA-2012-113971,44221,"Eldon Regeneration Recycled Desk Accessories, Smoke",1,6,East,8,Corporate,Standard Class,Ohio,Furnishings,11,Shipped On Time,Yes,8.35,15.0,3.0,41.1401,-81.479,No,6,0,2012,5,8,2012,5,14,584,168,994,128,2012-05-08
Furniture,Minneapolis,Daniel Lacy,0.0,CA-2012-136798,55407,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",11,3,Central,124,Consumer,Standard Class,Minnesota,Furnishings,162,Shipped Early,Yes,123.96,9.0,38.0,44.9378,-93.2545,No,4,0,2012,5,8,2012,5,12,512,194,1289,365,2012-05-08
Furniture,New York City,Natalie Webber,0.0,US-2012-160857,10024,DAX Black Cherry Wood-Tone Poster Frame,30,3,East,79,Consumer,Standard Class,New York,Furnishings,104,Shipped Late,Yes,79.44,38.0,25.0,40.7864,-73.9764,Yes,7,0,2012,5,8,2012,5,15,478,559,4480,399,2012-05-08
Furniture,New York City,Natalie Webber,0.1,US-2012-160857,10024,"Situations Contoured Folding Chairs, 4/Set",21,2,East,128,Consumer,Standard Class,New York,Chairs,167,Shipped Late,Yes,127.76,16.7,39.0,40.7864,-73.9764,Yes,7,0,2012,5,8,2012,5,15,1447,559,4480,399,2012-05-08
Office Supplies,Minneapolis,Daniel Lacy,0.0,CA-2012-136798,55407,Wilson Jones Legal Size Ring Binders,22,2,Central,44,Consumer,Standard Class,Minnesota,Binders,58,Shipped Early,Yes,43.98,50.0,14.0,44.9378,-93.2545,No,4,0,2012,5,8,2012,5,12,1630,194,1289,365,2012-05-08
Office Supplies,New York City,Alejandro Ballentine,0.0,CA-2012-142055,10009,Xerox 1912,18,2,East,38,Home Office,First Class,New York,Paper,50,Shipped Late,Yes,37.94,48.0,12.0,40.7262,-73.9796,Yes,2,0,2012,5,8,2012,5,10,1688,17,1355,397,2012-05-08
Office Supplies,New York City,Natalie Webber,0.0,US-2012-160857,10024,Compact Automatic Electric Letter Opener,7,3,East,358,Consumer,Standard Class,New York,Supplies,469,Shipped Late,Yes,357.93,2.0,111.0,40.7864,-73.9764,Yes,7,0,2012,5,8,2012,5,15,459,559,4480,399,2012-05-08
Office Supplies,New York City,Natalie Webber,0.0,US-2012-160857,10024,Xerox 204,9,3,East,19,Consumer,Standard Class,New York,Paper,25,Shipped Late,Yes,19.44,48.0,6.0,40.7864,-73.9764,Yes,7,0,2012,5,8,2012,5,15,1790,559,4480,399,2012-05-08
Office Supplies,Salem,Allen Armold,0.2,CA-2012-109939,97301,Newell 321,1,2,West,5,Consumer,Standard Class,Oregon,Art,7,Shipped Early,Yes,5.25,11.3,2.0,44.949,-123.004,No,4,0,2012,5,8,2012,5,12,1125,25,924,517,2012-05-08
Technology,Minneapolis,Daniel Lacy,0.0,CA-2012-136798,55407,VTech DS6151,106,3,Central,378,Consumer,Standard Class,Minnesota,Phones,495,Shipped Early,Yes,377.97,28.0,117.0,44.9378,-93.2545,No,4,0,2012,5,8,2012,5,12,1584,194,1289,365,2012-05-08
Technology,New York City,Natalie Webber,0.2,US-2012-160857,10024,Sharp AL-1530CS Digital Copier,1015,7,East,2800,Consumer,Standard Class,New York,Copiers,3669,Shipped Late,Yes,2799.94,36.3,869.0,40.7864,-73.9764,Yes,7,0,2012,5,8,2012,5,15,1443,559,4480,399,2012-05-08
Office Supplies,Louisville,Max Engle,0.0,CA-2012-155635,40214,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2 X 14 7/8",24,3,South,49,Consumer,Standard Class,Kentucky,Binders,64,Shipped Early,Yes,48.81,49.0,15.0,38.1593,-85.778,No,4,0,2012,5,9,2012,5,13,60,514,1539,329,2012-05-09
Office Supplies,Aurora,Dennis Pardue,0.2,CA-2012-129217,60505,Boston KS Multi-Size Manual Pencil Sharpener,4,2,Central,37,Home Office,Same Day,Illinois,Art,48,Shipped On Time,Yes,36.78,10.0,11.0,41.7582,-88.2971,No,0,0,2012,5,10,2012,5,10,360,225,1176,30,2012-05-10
Office Supplies,Aurora,Dennis Pardue,0.8,CA-2012-129217,60505,Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,-192,5,Central,71,Home Office,Same Day,Illinois,Appliances,93,Shipped On Time,No,70.97,-270.0,22.0,41.7582,-88.2971,No,0,0,2012,5,10,2012,5,10,1565,225,1176,30,2012-05-10
Technology,Louisville,Alan Barnes,0.2,CA-2012-144043,80027,Belkin Standard 104 key USB Keyboard,-3,4,West,47,Consumer,Standard Class,Colorado,Accessories,61,Shipped Early,No,46.69,-6.3,14.0,39.9789,-105.1456,No,5,0,2012,5,10,2012,5,15,312,11,1385,328,2012-05-10
Furniture,Phoenix,Paul Stevenson,0.2,CA-2012-135727,85023,Global Chrome Stack Chair,17,7,West,192,Home Office,Second Class,Arizona,Chairs,252,Shipped Late,Yes,191.97,8.8,60.0,33.6324,-112.1118,Yes,5,0,2012,5,11,2012,5,16,735,597,1276,454,2012-05-11
Furniture,Houston,James Galang,0.6,CA-2012-131856,77041,DAX Wood Document Frame.,-16,4,Central,22,Consumer,Standard Class,Texas,Furnishings,29,Shipped Early,No,21.97,-72.5,7.0,29.8602,-95.5817,No,5,0,2012,5,12,2012,5,17,493,343,1219,247,2012-05-12
Office Supplies,Houston,James Galang,0.2,CA-2012-131856,77041,Xerox 1964,42,7,Central,128,Consumer,Standard Class,Texas,Paper,168,Shipped Early,Yes,127.9,32.5,40.0,29.8602,-95.5817,No,5,0,2012,5,12,2012,5,17,1744,343,1219,247,2012-05-12
Office Supplies,New York City,Annie Zypern,0.0,CA-2012-130876,10024,Portable Personal File Box,10,3,East,37,Consumer,Second Class,New York,Storage,48,Shipped Late,Yes,36.63,27.0,11.0,40.7864,-73.9764,Yes,4,0,2012,5,12,2012,5,16,1289,50,1204,399,2012-05-12
Office Supplies,San Francisco,Cindy Stewart,0.0,CA-2012-159380,94122,Xerox 1953,12,6,West,26,Consumer,Standard Class,California,Paper,34,Shipped Early,Yes,25.68,45.0,8.0,37.7593,-122.4836,No,4,0,2012,5,12,2012,5,16,1733,166,1583,530,2012-05-12
Office Supplies,San Francisco,Cindy Stewart,0.0,CA-2012-159380,94122,Xerox 1962,6,3,West,13,Consumer,Standard Class,California,Paper,17,Shipped Early,Yes,12.84,45.0,4.0,37.7593,-122.4836,No,4,0,2012,5,12,2012,5,16,1742,166,1583,530,2012-05-12
Office Supplies,Seattle,Rose OBrian,0.2,CA-2012-162607,98115,Prestige Round Ring Binders,5,3,West,15,Consumer,Standard Class,Washington,Binders,19,Shipped On Time,Yes,14.59,33.8,4.0,47.6849,-122.2968,No,6,0,2012,5,12,2012,5,18,1307,651,1617,546,2012-05-12
Technology,Houston,James Galang,0.2,CA-2012-131856,77041,Digium D40 VoIP phone,70,6,Central,619,Consumer,Standard Class,Texas,Phones,811,Shipped Early,Yes,619.15,11.3,192.0,29.8602,-95.5817,No,5,0,2012,5,12,2012,5,17,523,343,1219,247,2012-05-12
Technology,Louisville,Larry Tron,0.2,US-2012-122910,80027,VTech DS6151,20,2,West,202,Consumer,Standard Class,Colorado,Phones,264,Shipped Early,Yes,201.58,10.0,62.0,39.9789,-105.1456,No,4,0,2012,5,12,2012,5,16,1584,450,4400,328,2012-05-12
Office Supplies,Chicago,Ben Ferrer,0.2,CA-2012-145835,60623,Advantus Plastic Paper Clips,6,4,Central,16,Home Office,Second Class,Illinois,Fasteners,21,Shipped Late,Yes,16.0,35.0,5.0,41.849,-87.7157,Yes,5,0,2012,5,13,2012,5,18,120,78,1412,92,2012-05-13
Technology,Chicago,Ben Ferrer,0.2,CA-2012-145835,60623,Toshiba IPT2010-SD IP Telephone,17,2,Central,222,Home Office,Second Class,Illinois,Phones,291,Shipped Late,Yes,222.38,7.5,69.0,41.849,-87.7157,Yes,5,0,2012,5,13,2012,5,18,1560,78,1412,92,2012-05-13
Furniture,Camarillo,Claudia Bergmann,0.15,CA-2012-100146,93010,"Bush Andora Bookcase, Maple/Graphite Gray Finish",42,5,West,510,Corporate,Standard Class,California,Bookcases,668,Shipped Early,Yes,509.96,8.2,158.0,34.2313,-119.0464,No,5,0,2012,5,14,2012,5,19,377,168,807,73,2012-05-14
Furniture,Camarillo,Claudia Bergmann,0.0,CA-2012-100146,93010,Dana Halogen Swing-Arm Architect Lamp,34,3,West,123,Corporate,Standard Class,California,Furnishings,161,Shipped Early,Yes,122.91,28.0,38.0,34.2313,-119.0464,No,5,0,2012,5,14,2012,5,19,502,168,807,73,2012-05-14
Furniture,Camarillo,Claudia Bergmann,0.2,CA-2012-100146,93010,"Global Leather and Oak Executive Chair, Black",81,3,West,722,Corporate,Standard Class,California,Chairs,947,Shipped Early,Yes,722.35,11.3,225.0,34.2313,-119.0464,No,5,0,2012,5,14,2012,5,19,758,168,807,73,2012-05-14
Furniture,Camarillo,Claudia Bergmann,0.2,CA-2012-100146,93010,Novimex Fabric Task Chair,-6,2,West,98,Corporate,Standard Class,California,Chairs,128,Shipped Early,No,97.57,-6.3,30.0,34.2313,-119.0464,No,5,0,2012,5,14,2012,5,19,1168,168,807,73,2012-05-14
Office Supplies,Chester,Jesus Ocampo,0.2,CA-2012-119291,19013,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",32,4,East,98,Home Office,First Class,Pennsylvania,Labels,128,Shipped Late,Yes,97.7,32.5,30.0,39.8498,-75.3747,Yes,3,0,2012,5,14,2012,5,17,177,369,1045,89,2012-05-14
Office Supplies,Chester,Jesus Ocampo,0.2,CA-2012-119291,19013,Avery 490,18,4,East,47,Home Office,First Class,Pennsylvania,Labels,62,Shipped Late,Yes,47.36,37.5,15.0,39.8498,-75.3747,Yes,3,0,2012,5,14,2012,5,17,197,369,1045,89,2012-05-14
Office Supplies,Chester,Jesus Ocampo,0.2,CA-2012-119291,19013,"Binney & Smith Crayola Metallic Crayons, 16-Color Pack",1,1,East,3,Home Office,First Class,Pennsylvania,Art,4,Shipped Late,Yes,2.7,30.0,1.0,39.8498,-75.3747,Yes,3,0,2012,5,14,2012,5,17,331,369,1045,89,2012-05-14
Office Supplies,Chester,Jesus Ocampo,0.2,CA-2012-119291,19013,"Boston School Pro Electric Pencil Sharpener, 1670",17,8,East,198,Home Office,First Class,Pennsylvania,Art,260,Shipped Late,Yes,198.27,8.7,62.0,39.8498,-75.3747,Yes,3,0,2012,5,14,2012,5,17,362,369,1045,89,2012-05-14
Office Supplies,Chester,Jesus Ocampo,0.7,CA-2012-119291,19013,GBC Linen Binding Covers,-14,2,East,19,Home Office,First Class,Pennsylvania,Binders,24,Shipped Late,No,18.59,-73.3,5.0,39.8498,-75.3747,Yes,3,0,2012,5,14,2012,5,17,691,369,1045,89,2012-05-14
Office Supplies,Chester,Jesus Ocampo,0.2,CA-2012-119291,19013,Jet-Pak Recycled Peel N Seal Padded Mailers,63,7,East,201,Home Office,First Class,Pennsylvania,Envelopes,263,Shipped Late,Yes,200.98,31.3,62.0,39.8498,-75.3747,Yes,3,0,2012,5,14,2012,5,17,937,369,1045,89,2012-05-14
Office Supplies,Chester,Jesus Ocampo,0.7,CA-2012-119291,19013,Wilson Jones Custom Binder Spines & Labels,-3,3,East,5,Home Office,First Class,Pennsylvania,Binders,6,Shipped Late,No,4.9,-70.0,1.0,39.8498,-75.3747,Yes,3,0,2012,5,14,2012,5,17,1618,369,1045,89,2012-05-14
Office Supplies,Los Angeles,Hunter Glantz,0.0,CA-2012-165162,90032,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",56,4,West,1118,Consumer,Standard Class,California,Storage,1465,Shipped Late,Yes,1117.92,5.0,347.0,34.0818,-118.1753,Yes,7,0,2012,5,14,2012,5,21,1547,334,1652,324,2012-05-14
Office Supplies,Philadelphia,Fred Chung,0.2,CA-2012-138492,19140,Fellowes Neat Ideas Storage Cubes,-10,2,East,52,Corporate,Standard Class,Pennsylvania,Storage,68,Shipped Late,No,51.97,-20.0,16.0,40.0118,-75.1456,Yes,7,0,2012,5,15,2012,5,22,644,288,1313,452,2012-05-15
Office Supplies,Roswell,Anna Häberlin,0.0,CA-2012-166604,30076,Wausau Papers Astrobrights Colored Envelopes,9,3,South,18,Corporate,Second Class,Georgia,Envelopes,24,Shipped Late,Yes,17.94,49.0,6.0,34.0213,-84.3104,Yes,5,0,2012,5,15,2012,5,20,1599,46,1664,505,2012-05-15
Technology,Jacksonville,Tracy Hopkins,0.2,CA-2012-100769,32216,Razer Kraken PRO Over Ear PC and Music Headset,32,4,South,256,Home Office,Same Day,Florida,Accessories,335,Shipped On Time,Yes,255.97,12.5,79.0,30.2787,-81.5831,No,0,0,2012,5,16,2012,5,16,1325,768,816,261,2012-05-16
Office Supplies,Houston,Odella Nelson,0.8,US-2012-117184,77095,GBC Twin Loop Wire Binding Elements,-50,5,Central,33,Corporate,Standard Class,Texas,Binders,44,Shipped Early,No,33.28,-150.0,11.0,29.8941,-95.6481,No,4,0,2012,5,17,2012,5,21,710,580,4387,249,2012-05-17
Office Supplies,Houston,Odella Nelson,0.2,US-2012-117184,77095,Things To Do Today Pad,5,3,Central,14,Corporate,Standard Class,Texas,Paper,18,Shipped Early,Yes,14.09,35.0,4.0,29.8941,-95.6481,No,4,0,2012,5,17,2012,5,21,1555,580,4387,249,2012-05-17
Office Supplies,Long Beach,Dianna Vittorini,0.0,CA-2012-100251,11561,"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8 Cut, 8L",16,4,East,56,Consumer,Standard Class,New York,Supplies,73,Shipped On Time,Yes,55.6,29.0,17.0,40.5877,-73.6595,No,6,0,2012,5,17,2012,5,23,90,230,809,318,2012-05-17
Office Supplies,Long Beach,Dianna Vittorini,0.0,CA-2012-100251,11561,Self-Adhesive Removable Labels,15,10,East,32,Consumer,Standard Class,New York,Labels,41,Shipped On Time,Yes,31.5,48.0,9.0,40.5877,-73.6595,No,6,0,2012,5,17,2012,5,23,1432,230,809,318,2012-05-17
Office Supplies,Los Angeles,Anthony Jacobs,0.0,CA-2012-165554,90004,"Wirebound Message Book, 4 per Page",5,2,West,11,Corporate,Standard Class,California,Paper,14,Shipped Early,Yes,10.86,49.0,3.0,34.0762,-118.3029,No,4,0,2012,5,18,2012,5,22,1638,52,1654,322,2012-05-18
Furniture,Wilson,Sheri Gordon,0.2,CA-2012-153535,27893,"Dana Fluorescent Magnifying Lamp, White, 36",20,4,South,163,Consumer,Standard Class,North Carolina,Furnishings,214,Shipped Early,Yes,163.14,12.5,51.0,35.727,-77.9227,No,4,0,2012,5,20,2012,5,24,501,697,1504,623,2012-05-20
Office Supplies,Wilson,Sheri Gordon,0.7,CA-2012-153535,27893,Pressboard Data Binders by Wilson Jones,-5,4,South,6,Consumer,Standard Class,North Carolina,Binders,8,Shipped Early,No,6.41,-76.7,2.0,35.727,-77.9227,No,4,0,2012,5,20,2012,5,24,1304,697,1504,623,2012-05-20
Office Supplies,Frankfort,Joel Eaton,0.8,US-2012-168914,60423,Fellowes Basic Home/Office Series Surge Protectors,-53,8,Central,21,Consumer,Standard Class,Illinois,Appliances,27,Shipped On Time,No,20.77,-255.0,6.0,41.5094,-87.8248,No,6,0,2012,5,21,2012,5,27,635,382,4502,190,2012-05-21
Office Supplies,Philadelphia,Henry Goldwyn,0.7,CA-2012-102806,19143,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2, Blue",-18,2,East,25,Corporate,Standard Class,Pennsylvania,Binders,32,Shipped Late,No,24.59,-73.3,7.0,39.9448,-75.2288,Yes,7,0,2012,5,21,2012,5,28,1629,330,838,453,2012-05-21
Office Supplies,Seattle,Michelle Ellison,0.2,CA-2012-169278,98105,Ibico Plastic and Wire Spiral Binding Combs,9,4,West,27,Corporate,Standard Class,Washington,Binders,35,Shipped Early,Yes,26.98,32.5,8.0,47.6633,-122.3022,No,4,0,2012,5,21,2012,5,25,897,533,1690,545,2012-05-21
Office Supplies,Los Angeles,Sarah Brown,0.0,CA-2012-149846,90045,Avery 476,4,2,West,8,Consumer,Standard Class,California,Labels,11,Shipped Early,Yes,8.26,46.0,3.0,33.9631,-118.3941,No,4,0,2012,5,22,2012,5,26,181,678,1464,326,2012-05-22
Office Supplies,Los Angeles,Sarah Brown,0.0,CA-2012-149846,90045,Pizazz Global Quick File,29,7,West,105,Consumer,Standard Class,California,Storage,137,Shipped Early,Yes,104.79,28.0,32.0,33.9631,-118.3941,No,4,0,2012,5,22,2012,5,26,1261,678,1464,326,2012-05-22
Technology,Los Angeles,Sarah Brown,0.2,CA-2012-149846,90045,Aastra 57i VoIP phone,58,6,West,776,Consumer,Standard Class,California,Phones,1017,Shipped Early,Yes,775.73,7.5,241.0,33.9631,-118.3941,No,4,0,2012,5,22,2012,5,26,46,678,1464,326,2012-05-22
Technology,Los Angeles,Sarah Brown,0.2,CA-2012-149846,90045,Zebra GX420t Direct Thermal/Thermal Transfer Printer,334,7,West,2973,Consumer,Standard Class,California,Machines,3896,Shipped Early,Yes,2973.32,11.3,923.0,33.9631,-118.3941,No,4,0,2012,5,22,2012,5,26,1830,678,1464,326,2012-05-22
Furniture,Detroit,Nathan Mautz,0.0,CA-2012-136805,48234,Westinghouse Clip-On Gooseneck Lamps,20,9,Central,75,Home Office,Second Class,Michigan,Furnishings,99,Shipped Late,Yes,75.33,26.0,24.0,42.4337,-83.0434,Yes,4,0,2012,5,23,2012,5,27,1600,562,1290,150,2012-05-23
Office Supplies,Columbia,Erin Ashbrook,0.0,CA-2012-154921,29203,Cameo Buff Policy Envelopes,88,3,South,187,Corporate,Standard Class,South Carolina,Envelopes,245,Shipped Early,Yes,186.69,47.0,58.0,34.0635,-81.0265,No,5,0,2012,5,23,2012,5,28,394,268,1526,108,2012-05-23
Office Supplies,Detroit,Nathan Mautz,0.1,CA-2012-136805,48234,Harmony Air Purifier,246,5,Central,851,Home Office,Second Class,Michigan,Appliances,1114,Shipped Late,Yes,850.5,28.9,263.0,42.4337,-83.0434,Yes,4,0,2012,5,23,2012,5,27,797,562,1290,150,2012-05-23
Office Supplies,Phoenix,Emily Burns,0.7,US-2012-110569,85023,Cardinal EasyOpen D-Ring Binders,-13,7,West,19,Consumer,Standard Class,Arizona,Binders,25,Shipped Late,No,19.19,-66.7,6.0,33.6324,-112.1118,Yes,7,0,2012,5,23,2012,5,30,406,257,4377,454,2012-05-23
Office Supplies,Phoenix,Emily Burns,0.2,US-2012-110569,85023,Fellowes Superior 10 Outlet Split Surge Protector,14,4,West,122,Consumer,Standard Class,Arizona,Appliances,160,Shipped Late,Yes,121.79,11.3,38.0,33.6324,-112.1118,Yes,7,0,2012,5,23,2012,5,30,660,257,4377,454,2012-05-23
